Transcript	GO.IDs
TR202422|c1_g1_i1	
TR202491|c1_g1_i1	
TR202551|c0_g1_i1	
TR202556|c0_g1_i1	
TR202701|c0_g1_i1	
TR202723|c0_g1_i1	
TR202794|c2_g2_i3	
TR202812|c0_g1_i1	
TR202839|c0_g1_i2	
TR202842|c0_g1_i1	GO:0004356;GO:0005328;GO:0005524;GO:0006542;GO:0006836;GO:0016021;GO:0055085
TR202847|c0_g1_i1	
TR203078|c0_g1_i2	
TR203095|c1_g1_i1	GO:0004871;GO:0005575;GO:0022857
TR203156|c0_g1_i1	GO:0060271
TR203217|c0_g1_i1	
TR203319|c0_g3_i1	
TR203514|c0_g2_i1	
TR203584|c1_g1_i1	
TR203679|c0_g1_i1	
TR203686|c0_g1_i1	GO:0006325;GO:0007051;GO:0007098;GO:0016581;GO:0097159;GO:1901363
TR203997|c0_g2_i1	
TR204067|c0_g1_i1	
TR204422|c0_g1_i1	
TR204422|c0_g1_i2	
TR204431|c1_g1_i1	
TR204569|c0_g1_i1	
TR204989|c1_g1_i1	
TR204998|c1_g1_i2	
TR205013|c0_g1_i1	
TR205175|c0_g1_i1	
TR205192|c0_g1_i1	
TR205414|c0_g1_i1	
TR205429|c0_g3_i3	
TR205529|c0_g1_i1	
TR205589|c0_g1_i1	
TR205937|c0_g1_i2	
TR206029|c0_g1_i1	GO:0003777;GO:0005524;GO:0005737;GO:0005874;GO:0007018;GO:0016887;GO:0030030;GO:0030286;GO:0031514
TR206098|c0_g1_i1	
TR206167|c0_g1_i1	
TR206193|c2_g1_i2	
TR206199|c0_g1_i1	
TR206240|c0_g1_i1	
TR206241|c1_g1_i1	GO:0003777;GO:0005524;GO:0007018;GO:0016887;GO:0030286
TR206600|c1_g1_i1	
TR206710|c0_g1_i2	
TR206711|c0_g1_i1	
TR206774|c0_g1_i1	
TR206868|c0_g1_i1	GO:0003824;GO:0050662
TR207068|c0_g1_i1	
TR207084|c0_g1_i1	
TR207151|c1_g1_i1	
TR207282|c0_g2_i1	
TR207376|c0_g1_i1	
TR207451|c0_g1_i1	
TR207472|c0_g1_i1	
TR207691|c0_g1_i1	
TR207716|c2_g1_i1	
TR207716|c2_g2_i1	
TR207768|c0_g1_i1	GO:0005125;GO:0006364;GO:0032040
TR208031|c0_g1_i1	
TR208066|c0_g1_i1	
TR208143|c1_g1_i2	
TR208156|c0_g1_i2	
TR208236|c0_g1_i1	
TR208236|c0_g1_i2	
TR208244|c0_g1_i1	
TR208283|c0_g1_i1	
TR208288|c0_g1_i1	
TR208403|c0_g3_i1	
TR208403|c0_g3_i3	
TR208403|c0_g3_i4	
TR208405|c0_g1_i2	
TR208490|c0_g1_i1	
TR208497|c0_g1_i1	
TR208623|c0_g1_i2	
TR208702|c0_g1_i1	
TR208748|c0_g2_i1	
TR208838|c0_g1_i1	
TR208845|c0_g1_i1	
TR208898|c0_g1_i1	
TR208972|c0_g1_i1	
TR209024|c1_g1_i1	
TR209141|c0_g1_i1	
TR209248|c0_g1_i1	
TR209248|c0_g1_i2	
TR209567|c0_g2_i3	
TR209807|c1_g1_i1	
TR209810|c0_g1_i1	
TR209881|c0_g1_i1	
TR209915|c0_g1_i1	
TR209981|c1_g1_i1	
TR210038|c0_g1_i1	
TR210056|c0_g1_i1	GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414
TR210266|c1_g1_i2	
TR210314|c0_g1_i1	
TR210631|c0_g1_i1	GO:0003924;GO:0005525;GO:0005622;GO:0007264
TR210635|c0_g1_i1	
TR210679|c0_g1_i1	GO:0005575
TR210696|c0_g1_i1	GO:0003341;GO:0003777;GO:0005524;GO:0005858;GO:0016887
TR211164|c1_g1_i1	
TR211417|c0_g1_i1	
TR211439|c2_g1_i1	GO:0003700;GO:0005634;GO:0006355;GO:0008270
TR211470|c0_g1_i1	
TR211490|c0_g2_i1	
TR211494|c0_g1_i1	
TR211596|c0_g1_i1	
TR211912|c0_g1_i1	
TR212170|c0_g1_i2	
TR212299|c1_g1_i1	
TR212608|c0_g1_i1	
TR212725|c0_g1_i1	
TR212750|c0_g1_i1	
TR212750|c0_g1_i2	
TR212785|c0_g1_i2	
TR212792|c1_g1_i1	GO:0001649;GO:0003723;GO:0004313;GO:0004314;GO:0004315;GO:0004316;GO:0004317;GO:0004319;GO:0004320;GO:0005739;GO:0005794;GO:0005829;GO:0005886;GO:0005913;GO:0006084;GO:0006633;GO:0008144;GO:0016295;GO:0016296;GO:0030879;GO:0031177;GO:0035338;GO:0042470;GO:0042587;GO:0042803;GO:0047117;GO:0047451;GO:0055114;GO:0070062;GO:0070402;GO:0071353;GO:0098641;GO:0102132
TR212792|c2_g2_i1	GO:0005737;GO:0008150;GO:0008152;GO:0016297;GO:0016491
TR212820|c0_g1_i2	
TR213527|c0_g2_i1	GO:0016787
TR213564|c0_g1_i1	GO:0005576;GO:0007218
TR213778|c0_g1_i1	GO:0003777;GO:0005524;GO:0007018;GO:0016021;GO:0016887;GO:0030286
TR213882|c0_g1_i1	
TR213891|c0_g1_i1	
TR213978|c0_g1_i1	
TR213997|c0_g1_i2	
TR214002|c0_g1_i2	
TR214112|c0_g2_i1	
TR214118|c0_g1_i3	GO:0003674;GO:0005576;GO:0008150
TR214155|c0_g1_i1	GO:0016020;GO:0016021
TR214267|c0_g1_i1	
TR214285|c0_g1_i1	
TR214285|c0_g2_i1	
TR214294|c0_g1_i1	
TR214296|c0_g1_i1	
TR214296|c0_g1_i2	
TR214397|c0_g1_i1	
TR214420|c0_g1_i1	
TR214501|c0_g1_i2	
TR214542|c0_g1_i2	GO:0000226;GO:0008270
TR214598|c0_g1_i1	
TR214618|c0_g1_i1	
TR214757|c0_g1_i1	
TR215035|c0_g1_i1	
TR215035|c0_g1_i2	
TR215069|c0_g1_i1	
TR215189|c0_g1_i1	
TR215197|c0_g1_i1	
TR215198|c1_g2_i1	
TR215578|c0_g3_i3	
TR215695|c1_g1_i1	
TR215767|c0_g1_i1	
TR215809|c0_g1_i1	
TR215962|c0_g1_i1	
TR216036|c0_g1_i1	
TR216077|c0_g1_i1	
TR216219|c0_g1_i1	
TR216355|c0_g1_i2	
TR216371|c0_g1_i2	
TR216526|c0_g1_i1	GO:0004252;GO:0006508
TR216752|c0_g1_i1	
TR216806|c0_g1_i1	
TR216806|c0_g1_i2	
TR216824|c0_g1_i1	
TR216845|c0_g1_i1	
TR216886|c0_g1_i1	
TR216921|c0_g1_i1	
TR216960|c0_g1_i1	GO:0000139;GO:0001655;GO:0002009;GO:0003158;GO:0003179;GO:0003197;GO:0003208;GO:0005509;GO:0005796;GO:0006357;GO:0007219;GO:0007389;GO:0008544;GO:0009966;GO:0022603;GO:0030334;GO:0030855;GO:0035239;GO:0042127;GO:0042221;GO:0044421;GO:0045165;GO:0045664;GO:0045893;GO:0048514;GO:0048598;GO:0048646;GO:0048738;GO:0048762;GO:0050768;GO:0051094;GO:0051240;GO:0060976;GO:0061061;GO:0071944
TR216963|c0_g1_i1	
TR216963|c0_g2_i1	
TR217146|c0_g1_i1	
TR217394|c1_g1_i1	
TR217394|c1_g1_i2	
TR217418|c0_g1_i2	
TR219302|c0_g1_i1	
TR232013|c0_g1_i1	GO:0000184;GO:0003729;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005925;GO:0006364;GO:0006413;GO:0006614;GO:0016020;GO:0019083;GO:0022627;GO:0031012;GO:0033119;GO:0070062;GO:0070181
TR235221|c1_g1_i1	
TR242327|c0_g1_i1	GO:0002181;GO:0003735;GO:0016020;GO:0022625
TR244119|c0_g1_i1	
TR244951|c0_g1_i1	
TR247689|c0_g1_i1	GO:0016020;GO:0016021
TR258705|c0_g1_i1	
TR258913|c0_g1_i1	
TR260221|c0_g1_i1	
TR260929|c0_g1_i1	
TR263455|c0_g1_i1	
TR263878|c0_g1_i1	
TR267048|c0_g1_i1	
TR269375|c0_g2_i1	
TR272799|c0_g1_i2	
TR276679|c0_g2_i2	
TR277429|c0_g1_i1	
TR277429|c0_g1_i2	
TR282349|c0_g1_i1	
TR282566|c0_g1_i1	
TR285664|c0_g1_i1	
TR293030|c0_g1_i1	
TR294128|c0_g1_i1	
TR299692|c0_g2_i1	
TR35759|c0_g1_i1	
TR379224|c0_g5_i1	GO:0003674
TR379227|c0_g2_i1	
TR379227|c1_g2_i5	GO:0003674
TR379228|c9_g5_i3	
TR379229|c2_g2_i1	
TR379229|c2_g4_i2	GO:0005887;GO:0008519;GO:0015695;GO:0019740;GO:0072488
TR379229|c2_g4_i3	GO:0005887;GO:0008519;GO:0015695;GO:0019740;GO:0072488
TR379230|c0_g1_i1	
TR379230|c0_g2_i1	GO:0003674
TR379231|c1_g2_i1	GO:0003677;GO:0005524;GO:0006270
TR379231|c1_g2_i3	GO:0003677;GO:0005524;GO:0006270
TR379232|c2_g2_i2	
TR379232|c2_g2_i5	
TR379232|c2_g4_i1	
TR379233|c2_g2_i1	GO:0005509;GO:0005581;GO:0007165
TR379235|c2_g1_i1	
TR379235|c2_g5_i3	GO:0016021
TR379235|c2_g5_i4	GO:0016020
TR379236|c0_g2_i5	
TR379237|c2_g3_i1	
TR379238|c3_g1_i1	
TR379239|c2_g1_i3	
TR379239|c2_g1_i4	
TR379239|c2_g3_i1	GO:0006914;GO:0050877
TR379239|c2_g3_i2	GO:0006914;GO:0050877
TR379240|c0_g2_i3	
TR379240|c0_g2_i5	
TR379242|c1_g1_i1	
TR379242|c1_g2_i2	GO:0003674
TR379242|c1_g2_i4	GO:0003674
TR379243|c5_g3_i2	
TR379243|c5_g3_i3	
TR379243|c5_g3_i7	
TR379243|c5_g3_i8	
TR379245|c3_g3_i1	GO:0008270;GO:0016020;GO:0016021;GO:0016740;GO:0016746;GO:0019706;GO:0046872
TR379245|c3_g3_i2	GO:0008270;GO:0016020;GO:0016021;GO:0016740;GO:0016746;GO:0019706;GO:0046872
TR379245|c3_g3_i4	GO:0016740
TR379245|c3_g7_i3	
TR379245|c3_g9_i1	GO:0005515;GO:0016020;GO:0016746;GO:0046872
TR379248|c2_g1_i2	
TR379248|c2_g1_i3	
TR379248|c2_g1_i9	
TR379250|c2_g3_i3	
TR379251|c4_g1_i5	
TR379252|c2_g2_i5	GO:0008028;GO:0016021;GO:0055085
TR379255|c3_g1_i3	GO:0005515;GO:0005634;GO:0005737;GO:0005925;GO:0030374;GO:0045944;GO:0080008
TR379255|c3_g1_i5	
TR379256|c1_g1_i2	
TR379256|c1_g2_i5	GO:0015031;GO:0016021
TR379256|c1_g2_i7	GO:0015031;GO:0016021
TR379257|c1_g1_i1	
TR379257|c1_g1_i2	
TR379258|c0_g3_i1	
TR379259|c0_g1_i1	
TR379260|c0_g1_i5	GO:0005575;GO:0055085
TR379260|c1_g1_i1	
TR379260|c1_g2_i1	
TR379260|c1_g3_i1	
TR379260|c1_g3_i2	
TR379260|c1_g7_i1	
TR379261|c11_g1_i2	
TR379261|c11_g2_i1	
TR379262|c1_g1_i1	
TR379262|c1_g2_i1	
TR379262|c1_g5_i1	
TR379262|c1_g7_i1	GO:0000183;GO:0000793;GO:0003677;GO:0005524;GO:0005677;GO:0005730;GO:0006302;GO:0006334;GO:0006352;GO:0008270;GO:0016021;GO:0016584;GO:0016589;GO:0016887;GO:0031213;GO:0031491;GO:0042393;GO:0043044;GO:0043596;GO:0045893
TR379262|c1_g7_i2	GO:0003677;GO:0005524;GO:0016589;GO:0016887;GO:0031491;GO:0043044
TR379262|c1_g7_i3	GO:0000183;GO:0000793;GO:0003677;GO:0005524;GO:0005677;GO:0005730;GO:0006302;GO:0006334;GO:0006352;GO:0008270;GO:0016021;GO:0016584;GO:0016589;GO:0016887;GO:0031213;GO:0031491;GO:0042393;GO:0043044;GO:0043596;GO:0045893
TR379263|c4_g1_i1	
TR379264|c2_g1_i1	
TR379264|c2_g1_i2	
TR379264|c2_g3_i1	
TR379264|c2_g4_i1	
TR379266|c2_g2_i1	
TR379266|c3_g4_i3	
TR379268|c1_g1_i1	GO:0003674
TR379269|c6_g3_i1	
TR379269|c6_g4_i2	
TR379269|c6_g9_i5	GO:0003674
TR379269|c6_g9_i6	GO:0003674
TR379270|c0_g1_i1	
TR379271|c1_g1_i2	
TR379271|c1_g2_i1	
TR379272|c0_g1_i1	
TR379273|c0_g10_i1	
TR379273|c0_g11_i1	
TR379273|c0_g12_i1	
TR379273|c0_g16_i1	
TR379273|c0_g17_i1	
TR379273|c0_g19_i1	
TR379273|c0_g3_i1	GO:0003924;GO:0005525;GO:0005622;GO:0007264
TR379273|c0_g3_i2	GO:0001764;GO:0002119;GO:0003924;GO:0005515;GO:0005525;GO:0007264;GO:0007369;GO:0008045;GO:0009898;GO:0010172;GO:0016021;GO:0030334;GO:0031103;GO:0031410;GO:0032228;GO:0033563;GO:0043025;GO:0043652;GO:0045138;GO:0048846;GO:0050764;GO:0097628
TR379273|c0_g4_i1	
TR379273|c0_g7_i1	
TR379273|c0_g8_i1	
TR379274|c1_g2_i1	
TR379275|c1_g2_i10	
TR379275|c1_g2_i12	
TR379275|c1_g5_i1	
TR379277|c3_g2_i1	GO:0004649;GO:0005975;GO:0044424
TR379277|c3_g2_i2	GO:0005975;GO:0016798
TR379278|c3_g1_i2	
TR379279|c1_g1_i3	
TR379279|c1_g2_i2	
TR379280|c1_g1_i11	
TR379280|c1_g1_i13	
TR379280|c1_g1_i15	
TR379280|c1_g1_i2	
TR379280|c1_g1_i4	
TR379280|c1_g1_i5	
TR379280|c1_g1_i7	
TR379282|c3_g1_i1	
TR379282|c3_g1_i3	
TR379282|c3_g2_i1	
TR379282|c3_g4_i1	GO:0003774;GO:0005488;GO:0016459
TR379282|c3_g4_i2	GO:0003774;GO:0005488;GO:0016459
TR379282|c3_g4_i3	GO:0003774;GO:0005488;GO:0016459
TR379286|c1_g3_i1	GO:0003723;GO:0003964;GO:0006278
TR379286|c1_g3_i2	GO:0003723;GO:0003964;GO:0006278
TR379287|c2_g1_i2	GO:0000166;GO:0003676
TR379287|c2_g1_i3	GO:0000166;GO:0003676
TR379287|c2_g1_i4	
TR379287|c2_g1_i7	GO:0000166;GO:0003676
TR379287|c2_g3_i1	GO:0007165
TR379288|c2_g4_i4	GO:0003723;GO:0005634;GO:0006397
TR379288|c3_g2_i1	
TR379288|c3_g3_i1	GO:0005576
TR379288|c3_g3_i4	GO:0005576
TR379288|c3_g3_i6	GO:0005576
TR379289|c1_g2_i1	GO:0008233;GO:0043167
TR379291|c3_g1_i4	
TR379291|c3_g2_i4	GO:0003964;GO:0004519;GO:0006278;GO:0046872;GO:0090305
TR379292|c0_g1_i1	
TR379292|c1_g1_i4	GO:0004843;GO:0016567
TR379293|c0_g1_i1	
TR379295|c0_g2_i2	
TR379295|c0_g2_i3	
TR379296|c2_g1_i1	
TR379296|c2_g2_i1	
TR379296|c2_g2_i2	
TR379296|c2_g2_i4	
TR379296|c2_g2_i5	
TR379296|c2_g2_i7	
TR379297|c1_g1_i2	
TR379298|c0_g1_i1	
TR379298|c1_g1_i2	GO:0006508;GO:0008234;GO:0008270;GO:0046872
TR379298|c1_g1_i4	GO:0006508;GO:0008234;GO:0008270;GO:0046872
TR379300|c1_g1_i1	
TR379300|c2_g2_i2	
TR379300|c2_g2_i4	
TR379300|c2_g2_i5	
TR379303|c2_g2_i1	
TR379303|c2_g2_i3	
TR379304|c1_g5_i4	
TR379304|c1_g5_i7	
TR379305|c1_g1_i1	
TR379305|c1_g1_i2	
TR379305|c1_g1_i3	
TR379305|c1_g2_i1	GO:0003674
TR379305|c1_g2_i2	GO:0003674
TR379306|c2_g1_i1	
TR379309|c1_g3_i1	
TR379309|c1_g4_i1	GO:0005198;GO:0005882
TR379309|c1_g5_i1	GO:0005198;GO:0005856
TR379309|c2_g1_i1	GO:0005198;GO:0005883;GO:0061564
TR379309|c2_g1_i2	
TR379309|c2_g2_i2	GO:0005198;GO:0005883;GO:0061564
TR379309|c2_g2_i4	GO:0005198;GO:0005737;GO:0005882
TR379310|c0_g1_i1	
TR379310|c0_g3_i1	
TR379310|c0_g3_i2	
TR379311|c1_g1_i3	GO:0016192;GO:0046872
TR379313|c0_g5_i1	
TR379313|c0_g5_i2	
TR379313|c1_g1_i1	GO:0043167
TR379313|c1_g1_i3	GO:0003676;GO:0004004;GO:0005524;GO:0006364;GO:0010501
TR379314|c1_g1_i1	
TR379314|c1_g2_i2	
TR379314|c1_g7_i1	
TR379314|c1_g7_i2	
TR379314|c1_g7_i3	
TR379317|c0_g2_i2	
TR379317|c0_g2_i9	
TR379318|c3_g2_i1	
TR379318|c3_g2_i2	GO:0003723;GO:0003964;GO:0006278
TR379320|c2_g1_i1	GO:0003676;GO:0007275;GO:0050794
TR379320|c2_g2_i2	
TR379321|c2_g1_i5	
TR379324|c1_g1_i3	GO:0005886;GO:0022857;GO:0065003
TR379324|c1_g1_i4	GO:0005249;GO:0005515;GO:0006813;GO:0008076;GO:0051260;GO:0055085
TR379324|c2_g3_i2	
TR379324|c2_g3_i5	
TR379324|c2_g3_i7	
TR379325|c1_g1_i1	
TR379325|c2_g1_i2	
TR379325|c3_g3_i1	
TR379325|c3_g3_i2	
TR379325|c4_g2_i1	GO:0000151;GO:0000209;GO:0005524;GO:0005789;GO:0006986;GO:0016021;GO:0030433;GO:0031625;GO:0061630;GO:0061631;GO:1903955
TR379325|c4_g2_i3	GO:0016020
TR379326|c2_g1_i1	
TR379326|c3_g1_i1	GO:0003824;GO:0016070
TR379326|c3_g2_i1	
TR379327|c1_g1_i1	GO:0004003;GO:0006269;GO:0044424
TR379328|c14_g1_i1	GO:0004518
TR379328|c14_g1_i4	GO:0004518
TR379329|c3_g1_i5	
TR379331|c4_g1_i4	
TR379331|c4_g1_i6	
TR379331|c4_g1_i7	
TR379334|c1_g1_i1	GO:0042578
TR379334|c1_g1_i5	GO:0042578
TR379334|c3_g3_i2	GO:0016491;GO:0044424
TR379334|c3_g3_i3	GO:0004745;GO:0007601;GO:0016020;GO:0016021;GO:0016491;GO:0055114
TR379335|c3_g3_i1	GO:0015078;GO:0015991;GO:0033179
TR379335|c3_g3_i2	GO:0000220;GO:0015078;GO:0015991
TR379335|c3_g3_i4	GO:0000220;GO:0015078;GO:0015991
TR379335|c3_g3_i5	GO:0000220;GO:0015078;GO:0015991
TR379336|c2_g2_i1	GO:0000077;GO:0000166;GO:0001741;GO:0004674;GO:0005654;GO:0006281;GO:0006468;GO:0032212;GO:0032404;GO:0033036;GO:0043393;GO:0071478
TR379337|c2_g1_i1	GO:0003924;GO:0005525;GO:0005622;GO:0007264
TR379337|c2_g1_i5	GO:0003924;GO:0005525;GO:0005622;GO:0007264
TR379338|c3_g1_i1	
TR379338|c3_g1_i2	
TR379338|c3_g2_i1	
TR379338|c5_g4_i4	
TR379339|c1_g1_i1	GO:0004871;GO:0005575
TR379339|c1_g1_i2	GO:0004871;GO:0005575
TR379339|c1_g1_i4	GO:0004871;GO:0005575
TR379340|c1_g1_i1	
TR379340|c1_g2_i7	
TR379340|c1_g2_i8	
TR379341|c6_g5_i3	GO:0000086;GO:0000088;GO:0000090;GO:0000122;GO:0000236;GO:0000281;GO:0000785;GO:0000795;GO:0000922;GO:0000942;GO:0001578;GO:0004674;GO:0005524;GO:0005654;GO:0005730;GO:0005813;GO:0005829;GO:0005876;GO:0007062;GO:0007077;GO:0007094;GO:0007098;GO:0008017;GO:0008283;GO:0010800;GO:0010997;GO:0016321;GO:0018105;GO:0019901;GO:0030496;GO:0031145;GO:0031572;GO:0031648;GO:0032436;GO:0043066;GO:0043393;GO:0045143;GO:0045184;GO:0045736;GO:0051233;GO:0051437;GO:0051439;GO:0070194;GO:0071168;GO:1900182;GO:1901673;GO:1902749
TR379341|c6_g5_i4	GO:0004674;GO:0005515;GO:0005524;GO:0006468
TR379342|c0_g2_i1	
TR379342|c0_g2_i2	
TR379343|c1_g1_i2	
TR379343|c1_g1_i5	
TR379344|c7_g1_i1	GO:0000398;GO:0000974;GO:0071010;GO:0071012;GO:0071013;GO:0071014
TR379344|c7_g1_i2	GO:0000398;GO:0000974;GO:0071010;GO:0071012;GO:0071013;GO:0071014
TR379345|c4_g1_i1	GO:0005622;GO:0043167
TR379346|c2_g1_i1	GO:0006351;GO:0008270;GO:0016817
TR379346|c2_g2_i1	GO:0003674;GO:0007165;GO:0008219;GO:0009058;GO:0034641
TR379346|c2_g2_i3	GO:0003674;GO:0007165;GO:0008219;GO:0009058;GO:0034641
TR379347|c1_g1_i1	GO:0003674;GO:0005575
TR379348|c6_g1_i1	
TR379348|c6_g1_i3	
TR379348|c6_g1_i5	
TR379348|c6_g1_i6	
TR379348|c7_g5_i1	
TR379348|c7_g5_i5	
TR379349|c3_g2_i1	
TR379349|c3_g5_i1	GO:0007286;GO:0070062
TR379350|c0_g1_i4	
TR379350|c0_g3_i1	
TR379350|c1_g2_i3	
TR379351|c6_g1_i1	
TR379351|c6_g2_i1	
TR379351|c6_g2_i2	
TR379352|c1_g1_i1	GO:0008270;GO:0016491;GO:0055114
TR379352|c1_g2_i1	GO:0008270;GO:0016491;GO:0055114
TR379352|c1_g2_i2	GO:0008270;GO:0016491;GO:0055114
TR379352|c1_g3_i1	GO:0008270;GO:0016491;GO:0055114
TR379352|c1_g3_i2	GO:0008270;GO:0016491;GO:0055114
TR379352|c1_g4_i1	GO:0008270;GO:0016491;GO:0055114
TR379352|c1_g5_i1	GO:0008270;GO:0016491;GO:0055114
TR379352|c1_g6_i1	GO:0008270;GO:0016491;GO:0055114
TR379352|c2_g1_i1	
TR379353|c1_g2_i1	
TR379354|c0_g2_i1	
TR379354|c0_g6_i1	
TR379355|c1_g1_i3	
TR379355|c1_g1_i4	
TR379355|c2_g1_i1	
TR379355|c2_g1_i2	
TR379355|c2_g3_i2	
TR379355|c2_g5_i1	
TR379355|c2_g5_i2	
TR379355|c2_g5_i3	
TR379355|c3_g3_i2	
TR379355|c3_g5_i1	
TR379356|c5_g1_i1	
TR379356|c5_g1_i3	
TR379357|c0_g2_i1	
TR379357|c1_g2_i1	GO:0003674
TR379357|c1_g2_i2	GO:0003674
TR379357|c1_g2_i4	GO:0003674
TR379358|c1_g2_i2	
TR379359|c8_g1_i5	
TR379360|c1_g1_i2	
TR379360|c1_g1_i7	
TR379360|c1_g1_i8	
TR379361|c5_g3_i1	GO:0005515;GO:0005789;GO:0006629;GO:0016509;GO:0035338
TR379361|c6_g5_i1	
TR379361|c6_g6_i2	
TR379362|c8_g4_i4	
TR379362|c8_g4_i5	
TR379362|c8_g4_i6	
TR379362|c8_g4_i7	
TR379363|c9_g3_i3	
TR379363|c9_g3_i4	
TR379364|c3_g1_i2	GO:0003676;GO:0003964;GO:0004523;GO:0006278;GO:0046872;GO:0090502
TR379365|c1_g3_i1	GO:0005622;GO:0006810
TR379365|c1_g3_i2	GO:0005622;GO:0006810
TR379365|c1_g4_i2	
TR379366|c0_g1_i1	GO:0003674
TR379367|c1_g1_i1	
TR379367|c1_g1_i2	
TR379367|c2_g1_i2	
TR379368|c2_g1_i1	GO:0003876;GO:0032264
TR379368|c2_g1_i2	GO:0003876;GO:0032264
TR379368|c2_g1_i3	GO:0003876;GO:0032264
TR379368|c2_g1_i4	GO:0003876;GO:0032264
TR379368|c2_g1_i5	GO:0003876;GO:0032264
TR379368|c2_g1_i6	GO:0003876;GO:0032264
TR379368|c2_g1_i7	GO:0003876;GO:0032264
TR379368|c2_g2_i1	
TR379368|c2_g3_i1	
TR379368|c2_g3_i2	
TR379368|c2_g3_i3	
TR379369|c0_g1_i1	GO:0004871;GO:0005575
TR379370|c6_g5_i2	
TR379370|c6_g5_i3	
TR379370|c6_g5_i5	
TR379370|c6_g5_i6	
TR379370|c6_g6_i2	
TR379370|c6_g6_i3	
TR379370|c6_g6_i6	
TR379371|c4_g1_i1	
TR379371|c4_g2_i2	
TR379371|c4_g2_i4	
TR379371|c4_g2_i5	
TR379371|c4_g2_i6	
TR379373|c0_g1_i1	
TR379373|c0_g1_i5	GO:0005537;GO:0006888;GO:0016020
TR379373|c0_g1_i6	GO:0005537;GO:0006888;GO:0016020
TR379374|c7_g1_i1	
TR379374|c7_g1_i2	
TR379375|c1_g1_i1	GO:0000398;GO:0005686;GO:0005689;GO:0071011
TR379375|c2_g1_i1	
TR379375|c3_g1_i1	
TR379375|c3_g4_i2	
TR379375|c4_g4_i1	
TR379377|c4_g2_i1	
TR379378|c3_g1_i1	GO:0003674
TR379379|c7_g1_i1	
TR379379|c7_g1_i2	
TR379379|c7_g1_i3	
TR379379|c7_g1_i4	
TR379379|c7_g1_i5	
TR379379|c7_g1_i6	
TR379379|c7_g1_i7	
TR379379|c7_g4_i1	GO:0003674
TR379380|c8_g1_i1	
TR379380|c8_g3_i1	
TR379380|c8_g6_i1	
TR379380|c9_g4_i4	
TR379380|c9_g4_i5	
TR379381|c1_g1_i1	
TR379381|c1_g1_i2	
TR379381|c1_g2_i2	
TR379381|c1_g3_i1	
TR379381|c1_g4_i1	
TR379381|c1_g5_i1	
TR379382|c0_g1_i1	GO:0003674
TR379382|c1_g1_i1	GO:0003674
TR379383|c4_g2_i1	
TR379383|c4_g2_i2	
TR379383|c5_g2_i3	
TR379383|c5_g2_i4	
TR379385|c6_g4_i2	GO:0006810;GO:0008168;GO:0016020;GO:0016706;GO:0055114
TR379385|c6_g6_i1	GO:0008168;GO:0016706;GO:0032259;GO:0055114
TR379385|c6_g6_i4	
TR379385|c6_g8_i1	
TR379385|c6_g8_i2	
TR379386|c3_g1_i1	
TR379386|c3_g2_i1	GO:0005509;GO:0005515
TR379387|c0_g1_i1	GO:0004559;GO:0006013;GO:0016020;GO:0030246
TR379388|c1_g1_i2	
TR379388|c1_g1_i3	
TR379390|c2_g2_i1	
TR379391|c5_g2_i1	
TR379391|c7_g1_i2	GO:0003674
TR379391|c7_g1_i3	GO:0003674
TR379393|c7_g1_i4	
TR379394|c1_g4_i2	GO:0003677
TR379395|c0_g1_i1	GO:0003677;GO:0005634
TR379395|c0_g1_i4	GO:0003677;GO:0005634
TR379396|c2_g1_i1	
TR379397|c3_g2_i1	GO:0007034;GO:0042147;GO:0044444
TR379397|c3_g2_i2	
TR379398|c3_g4_i1	GO:0004252;GO:0005515;GO:0006508;GO:0016020
TR379398|c3_g7_i1	GO:0003824;GO:0005515;GO:0016020
TR379399|c10_g2_i1	
TR379399|c11_g5_i1	GO:0004860;GO:0005737;GO:0006469;GO:0016567;GO:0019221;GO:0032436;GO:0042059;GO:0046426
TR379399|c11_g5_i2	GO:0004860;GO:0005737;GO:0006469;GO:0016567;GO:0019221;GO:0032436;GO:0042059;GO:0046426
TR379399|c12_g3_i1	
TR379400|c0_g1_i1	
TR379400|c0_g5_i1	
TR379400|c1_g3_i2	
TR379400|c1_g4_i1	
TR379400|c1_g4_i2	
TR379400|c1_g6_i1	
TR379400|c2_g3_i2	
TR379400|c2_g5_i1	
TR379401|c0_g1_i1	
TR379401|c0_g1_i2	
TR379401|c1_g2_i1	
TR379402|c4_g1_i1	GO:0004792;GO:0016740
TR379404|c0_g1_i1	GO:0005089;GO:0035023
TR379405|c1_g1_i1	
TR379405|c1_g3_i1	GO:0000166;GO:0003677;GO:0003887;GO:0005634;GO:0006260;GO:0008408;GO:0016035;GO:0042276;GO:0090305
TR379409|c5_g1_i1	
TR379409|c5_g1_i2	
TR379409|c5_g2_i1	
TR379410|c4_g1_i1	GO:0003941;GO:0004794;GO:0005737;GO:0006565;GO:0006567;GO:0016597;GO:0030170
TR379410|c4_g1_i2	GO:0003941;GO:0004794;GO:0005737;GO:0006565;GO:0006567;GO:0016597;GO:0030170
TR379411|c0_g1_i1	GO:0004471;GO:0006108;GO:0046872;GO:0051287;GO:0055114
